Country, Variable, Unit, Symbol, "2020"
Egypt, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 4.87
Egypt, SDG 6.4.2. Water Stress, %, E, 141.17
Egypt, Total freshwater withdrawal, 10^9 m3/year, E, 77.5
Egypt, Total water withdrawal, 10^9 m3/year, I, 77.5
Egypt, Total water withdrawal per capita, m3/inhab/year, E, 757.32
Egypt, Treated municipal wastewater, 10^9 m3/year, I, 4.28
Egypt, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 3.01
El Salvador, Agricultural water withdrawal, 10^9 m3/year, I, 1.43
El Salvador, Agricultural water withdrawal as % of total renewable water resources, %, I, 5.45
El Salvador, Agricultural water withdrawal as % of total water withdrawal, %, I, 67.56
El Salvador, Collected municipal wastewater, 10^9 m3/year, I, 0.11
El Salvador, Desalinated water produced, 10^9 m3/year, I, 
El Salvador, Environmental Flow Requirements, 10^9 m3/year, I, 10.24
El Salvador, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.12
El Salvador, Fresh surface water withdrawal, 10^9 m3/year, I, 0.27
El Salvador, Industrial water withdrawal, 10^9 m3/year, I, 0.21
El Salvador, Industrial water withdrawal as % of total water withdrawal, %, I, 10.06
El Salvador, Irrigation water withdrawal, 10^9 m3/year, I, 1.39
El Salvador, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.48
El Salvador, Municipal water withdrawal, 10^9 m3/year, I, 0.47
El Salvador, Municipal water withdrawal as % of total withdrawal, %, I, 22.38
El Salvador, Not treated municipal wastewater, 10^9 m3/year, I, 0.1
El Salvador, Number of municipal wastewater treatment facilities, , I, 21
El Salvador, Produced municipal wastewater, 10^9 m3/year, I, 0.11
El Salvador, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 23.05
El Salvador, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.03
El Salvador, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 32.45
El Salvador, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 9.6
El Salvador, SDG 6.4.2. Water Stress, %, E, 2.43
El Salvador, Total freshwater withdrawal, 10^9 m3/year, I, 0.39
El Salvador, Total water withdrawal, 10^9 m3/year, I, 2.12
El Salvador, Total water withdrawal per capita, m3/inhab/year, E, 326.54
El Salvador, Treated municipal wastewater, 10^9 m3/year, I, 0.01
El Salvador, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.02
El Salvador, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 0.18
El Salvador, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.02
Equatorial Guinea, Agricultural water withdrawal, 10^9 m3/year, I, 
Equatorial Guinea, Agricultural water withdrawal as % of total renewable water resources, %, I, 
Equatorial Guinea, Agricultural water withdrawal as % of total water withdrawal, %, E, 5.05
Equatorial Guinea, Environmental Flow Requirements, 10^9 m3/year, I, 15.21
Equatorial Guinea, Industrial water withdrawal, 10^9 m3/year, I, 
Equatorial Guinea, Industrial water withdrawal as % of total water withdrawal, %, E, 15.15
Equatorial Guinea, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 0.08
Equatorial Guinea, Municipal water withdrawal, 10^9 m3/year, I, 0.02
Equatorial Guinea, Municipal water withdrawal as % of total withdrawal, %, E, 79.8
Equatorial Guinea, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 1401.19
Equatorial Guinea, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 316.81
Equatorial Guinea, SDG 6.4.2. Water Stress, %, E, 0.18
Equatorial Guinea, Total freshwater withdrawal, 10^9 m3/year, E, 0.02
Equatorial Guinea, Total water withdrawal, 10^9 m3/year, E, 0.02
Equatorial Guinea, Total water withdrawal per capita, m3/inhab/year, E, 14.11
Eritrea, Agricultural water withdrawal, 10^9 m3/year, I, 0.55
Eritrea, Agricultural water withdrawal as % of total renewable water resources, %, I, 7.52
Eritrea, Agricultural water withdrawal as % of total water withdrawal, %, I, 94.5
Eritrea, Environmental Flow Requirements, 10^9 m3/year, I, 2.11
Eritrea, Industrial water withdrawal, 10^9 m3/year, I, 
Eritrea, Industrial water withdrawal as % of total water withdrawal, %, I, 0.17
Eritrea, Irrigation water requirement, 10^9 m3/year, I, 0.04
Eritrea, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 7.96
Eritrea, Municipal water withdrawal, 10^9 m3/year, I, 0.03
Eritrea, Municipal water withdrawal as % of total withdrawal, %, I, 5.33
Eritrea, Produced municipal wastewater, 10^9 m3/year, I, 0.02
Eritrea, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 683.17
Eritrea, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.02
Eritrea, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 39.67
Eritrea, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 3.31
Eritrea, SDG 6.4.2. Water Stress, %, E, 11.18
Eritrea, Total freshwater withdrawal, 10^9 m3/year, I, 0.58
Eritrea, Total water withdrawal, 10^9 m3/year, I, 0.58
Eritrea, Total water withdrawal per capita, m3/inhab/year, E, 164.11
Estonia, Agricultural water withdrawal, 10^9 m3/year, , 
Estonia, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.04
Estonia, Agricultural water withdrawal as % of total water withdrawal, %, E, 0.57
Estonia, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 0.45
Estonia, Collected municipal wastewater, 10^9 m3/year, I, 0.31
Estonia, Environmental Flow Requirements, 10^9 m3/year, I, 3.57
Estonia, Fresh groundwater withdrawal, 10^9 m3/year, , 0.22
Estonia, Fresh surface water withdrawal, 10^9 m3/year, , 0.63
Estonia, Industrial water withdrawal, 10^9 m3/year, , 0.79
Estonia, Industrial water withdrawal as % of total water withdrawal, %, E, 92.05
Estonia, Irrigation water requirement, 10^9 m3/year, I, 
Estonia, Irrigation water withdrawal, 10^9 m3/year, , 
Estonia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 6.66
Estonia, Municipal water withdrawal, 10^9 m3/year, , 0.06
Estonia, Municipal water withdrawal as % of total withdrawal, %, E, 7.38
Estonia, Not treated municipal wastewater, 10^9 m3/year, I, 0.07
Estonia, Number of municipal wastewater treatment facilities, , I, 588
Estonia, Produced municipal wastewater, 10^9 m3/year, , 0.1
Estonia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 6.53
Estonia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.57
Estonia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 274.75
Estonia, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 26.29
Estonia, SDG 6.4.2. Water Stress, %, E, 9.23
Estonia, Total freshwater withdrawal, 10^9 m3/year, , 0.85
Estonia, Total water withdrawal, 10^9 m3/year, , 0.85
Estonia, Total water withdrawal per capita, m3/inhab/year, E, 642.99
Estonia, Treated municipal wastewater, 10^9 m3/year, , 0.1
Estonia, Water withdrawal for aquaculture, 10^9 m3/year, I, 
Estonia, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 0.54
Eswatini, Agricultural water withdrawal, 10^9 m3/year, I, 1.01
Eswatini, Agricultural water withdrawal as % of total renewable water resources, %, I, 22.31
Eswatini, Agricultural water withdrawal as % of total water withdrawal, %, E, 94.19
Eswatini, Environmental Flow Requirements, 10^9 m3/year, I, 3.13
Eswatini, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Eswatini, Industrial water withdrawal as % of total water withdrawal, %, E, 1.94
Eswatini, Irrigation water requirement, 10^9 m3/year, I, 0.31
Eswatini, Irrigation water withdrawal, 10^9 m3/year, I, 0.99
Eswatini, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 23.68
Eswatini, Municipal water withdrawal, 10^9 m3/year, I, 0.04
Eswatini, Municipal water withdrawal as % of total withdrawal, %, E, 3.87
Eswatini, Not treated municipal wastewater, 10^9 m3/year, I, 
Eswatini, Produced municipal wastewater, 10^9 m3/year, I, 0.01
Eswatini, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 64.94
Eswatini, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.11
Eswatini, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 54.17
Eswatini, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 3.45
Eswatini, SDG 6.4.2. Water Stress, %, E, 77.56
Eswatini, Total freshwater withdrawal, 10^9 m3/year, E, 1.07
Eswatini, Total water withdrawal, 10^9 m3/year, E, 1.07
Eswatini, Total water withdrawal per capita, m3/inhab/year, E, 920.56
Eswatini, Treated municipal wastewater, 10^9 m3/year, I, 0.01
Eswatini, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.01
Ethiopia, Agricultural water withdrawal, 10^9 m3/year, I, 9.69
Ethiopia, Agricultural water withdrawal as % of total renewable water resources, %, I, 7.94
Ethiopia, Agricultural water withdrawal as % of total water withdrawal, %, E, 91.84
Ethiopia, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Ethiopia, Environmental Flow Requirements, 10^9 m3/year, I, 89.3
Ethiopia, Industrial water withdrawal, 10^9 m3/year, I, 0.05
Ethiopia, Industrial water withdrawal as % of total water withdrawal, %, E, 0.48
Ethiopia, Irrigation water requirement, 10^9 m3/year, I, 1.48
Ethiopia, Irrigation water withdrawal, 10^9 m3/year, I, 9
Ethiopia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 8.65
Ethiopia, Municipal water withdrawal, 10^9 m3/year, I, 0.81
Ethiopia, Municipal water withdrawal as % of total withdrawal, %, E, 7.68
Ethiopia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 400.01
Ethiopia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.18
Ethiopia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 42.27
Ethiopia, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 5.35
Ethiopia, SDG 6.4.2. Water Stress, %, E, 32.26
Ethiopia, Total freshwater withdrawal, 10^9 m3/year, E, 10.55
Ethiopia, Total water withdrawal, 10^9 m3/year, E, 10.55
Ethiopia, Total water withdrawal per capita, m3/inhab/year, E, 91.75
Ethiopia, Treated municipal wastewater, 10^9 m3/year, I, 
Ethiopia, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 
Ethiopia, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.69
Fiji, Agricultural water withdrawal, 10^9 m3/year, I, 0.05
Fiji, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.18
Fiji, Agricultural water withdrawal as % of total water withdrawal, %, I, 58.89
Fiji, Industrial water withdrawal, 10^9 m3/year, I, 0.01
Fiji, Industrial water withdrawal as % of total water withdrawal, %, I, 11.31
Fiji, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.3
Fiji, Municipal water withdrawal, 10^9 m3/year, I, 0.03
Fiji, Municipal water withdrawal as % of total withdrawal, %, I, 29.8
Fiji, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 70
Fiji, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.49
Fiji, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 91.39
Fiji, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 35.44
Fiji, SDG 6.4.2. Water Stress, %, I, 0.3
Fiji, Total freshwater withdrawal, 10^9 m3/year, I, 0.08
Fiji, Total water withdrawal, 10^9 m3/year, I, 0.08
Fiji, Total water withdrawal per capita, m3/inhab/year, E, 94.71
Finland, Agricultural water withdrawal, 10^9 m3/year, I, 1
Finland, Agricultural water withdrawal as % of total renewable water resources, %, E, 0.91
Finland, Agricultural water withdrawal as % of total water withdrawal, %, I, 28.57
Finland, Collected municipal wastewater, 10^9 m3/year, I, 0.5
Finland, Desalinated water produced, 10^9 m3/year, I, 
Finland, Direct use of agricultural drainage water, 10^9 m3/year, I, 
Finland, Direct use of treated municipal wastewater, 10^9 m3/year, I, 
Finland, Direct use of treated municipal wastewater for irrigation purposes, 10^9 m3/year, I, 
Finland, Environmental Flow Requirements, 10^9 m3/year, I, 67.83
Finland, Fresh groundwater withdrawal, 10^9 m3/year, I, 0.2
Finland, Fresh surface water withdrawal, 10^9 m3/year, I, 2.8
Finland, Industrial water withdrawal, 10^9 m3/year, , 2
Finland, Industrial water withdrawal as % of total water withdrawal, %, I, 57.14
Finland, Irrigation water requirement, 10^9 m3/year, I, 0.03
Finland, Irrigation water withdrawal, 10^9 m3/year, I, 0.5
Finland, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 2.73
Finland, Municipal water withdrawal, 10^9 m3/year, , 0.5
Finland, Municipal water withdrawal as % of total withdrawal, %, I, 14.29
Finland, Produced municipal wastewater, 10^9 m3/year, I, 0.5
Finland, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 26.48
Finland, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.02
Finland, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 310.03
Finland, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 59.43
Finland, SDG 6.4.2. Water Stress, %, E, 7.11
Finland, Total freshwater withdrawal, 10^9 m3/year, I, 3
Finland, Total water withdrawal, 10^9 m3/year, I, 3.5
Finland, Total water withdrawal per capita, m3/inhab/year, E, 631.69
Finland, Treated municipal wastewater, 10^9 m3/year, I, 0.5
Finland, Water withdrawal for aquaculture, 10^9 m3/year, I, 0.4
Finland, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, , 0.4
Finland, Water withdrawal for livestock (watering and cleaning), 10^9 m3/year, I, 0.1
France, Agricultural water withdrawal, 10^9 m3/year, I, 3.18
France, Agricultural water withdrawal as % of total renewable water resources, %, E, 1.51
France, Agricultural water withdrawal as % of total water withdrawal, %, I, 12.12
France, Area equipped for irrigation by direct use of treated municipal wastewater, 1000 ha, I, 4.2
France, Capacity of the municipal wastewater treatment facilities, 10^9 m3/year, I, 4.95
France, Collected municipal wastewater, 10^9 m3/year, I, 3.77
France, Desalinated water produced, 10^9 m3/year, I, 0.01
France, Direct use of treated municipal wastewater, 10^9 m3/year, I, 0.41
France, Environmental Flow Requirements, 10^9 m3/year, I, 96.77
France, Fresh groundwater withdrawal, 10^9 m3/year, I, 5.73
France, Fresh surface water withdrawal, 10^9 m3/year, I, 20.54
France, Industrial water withdrawal, 10^9 m3/year, I, 17.78
France, Industrial water withdrawal as % of total water withdrawal, %, I, 67.68
France, Irrigation water requirement, 10^9 m3/year, I, 2.35
France, Irrigation water withdrawal, 10^9 m3/year, I, 2.59
France, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 12.45
France, Municipal water withdrawal, 10^9 m3/year, I, 5.31
France, Municipal water withdrawal as % of total withdrawal, %, I, 20.21
France, Not treated municipal wastewater, 10^9 m3/year, I, 0.02
France, Number of municipal wastewater treatment facilities, , I, 3275
France, Produced municipal wastewater, 10^9 m3/year, , 5.12
France, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 19.13
France, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 1.93
France, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 333.66
France, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 80.61
France, SDG 6.4.2. Water Stress, %, E, 23
France, Total freshwater withdrawal, 10^9 m3/year, I, 26.27
France, Total water withdrawal, 10^9 m3/year, I, 26.27
France, Total water withdrawal per capita, m3/inhab/year, E, 402.49
France, Treated municipal wastewater, 10^9 m3/year, , 5.12
France, Treated municipal wastewater discharged (secondary water), 10^9 m3/year, I, 3.36
France, Water withdrawal for cooling of thermoelectric plants, 10^9 m3/year, I, 15.3
Gabon, Agricultural water withdrawal, 10^9 m3/year, I, 0.04
Gabon, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.02
Gabon, Agricultural water withdrawal as % of total water withdrawal, %, I, 28.97
Gabon, Environmental Flow Requirements, 10^9 m3/year, I, 138.3
Gabon, Industrial water withdrawal, 10^9 m3/year, I, 0.01
Gabon, Industrial water withdrawal as % of total water withdrawal, %, I, 10.14
Gabon, Irrigation water requirement, 10^9 m3/year, I, 0.01
Gabon, Irrigation water withdrawal, 10^9 m3/year, I, 0.04
Gabon, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I, 0.08
Gabon, Municipal water withdrawal, 10^9 m3/year, I, 0.08
Gabon, Municipal water withdrawal as % of total withdrawal, %, I, 60.89
Gabon, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 409.2
Gabon, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.33
Gabon, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 91.09
Gabon, SDG 6.4.1. Water Use Efficiency, US$/m3, E, 97.04
Gabon, SDG 6.4.2. Water Stress, %, E, 0.5
Gabon, Total freshwater withdrawal, 10^9 m3/year, I, 0.14
Gabon, Total water withdrawal, 10^9 m3/year, I, 0.14
Gabon, Total water withdrawal per capita, m3/inhab/year, E, 62.5
Gambia, Agricultural water withdrawal, 10^9 m3/year, I, 0.04
Gambia, Agricultural water withdrawal as % of total renewable water resources, %, I, 0.49
Gambia, Agricultural water withdrawal as % of total water withdrawal, %, E, 38.58
Gambia, Environmental Flow Requirements, 10^9 m3/year, I, 3.4
Gambia, Industrial water withdrawal, 10^9 m3/year, I, 0.02
Gambia, Industrial water withdrawal as % of total water withdrawal, %, E, 20.87
Gambia, Irrigation water requirement, 10^9 m3/year, I, 0.01
Gambia, Irrigation water withdrawal, 10^9 m3/year, I, 0.04
Gambia, MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E, 1.27
Gambia, Municipal water withdrawal, 10^9 m3/year, I, 0.04
Gambia, Municipal water withdrawal as % of total withdrawal, %, E, 40.55
Gambia, SDG 6.4.1. Industrial Water Use Efficiency, US$/m3, E, 12.92
Gambia, SDG 6.4.1. Irrigated Agriculture Water Use Efficiency, US$/m3, E, 0.12
Gambia, SDG 6.4.1. Services Water Use Efficiency, US$/m3, E, 21.64
Gambia, SDG 6.4.1. Water Use Efficiency, US$/m3, I, 11.52
